0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.32514e-05,0.000193055,0.000291784,0.000371264,0.000437649,0.000494147,0.000542739,0.000584757,0.00062116,0.000652663,0.000679823,0.00070308,0.000722789,0.000739238,0.000752665,0.000763259,0.000771174,0.000776531,0.00077942,0.000779901,0.000778006,0.000773741,0.000767081,0.000757972,0.000746324,0.000732013,0.000714872,0.000694684,0.000671175,0.000643999,0.000612716,0.000576765,0.000535419,0.000487702,0.000432258,0.000367078,0.000288921,0.000191595,3.32352e-05,0
0,0.000193055,0.0118861,0.0207683,0.0279462,0.0339435,0.0390483,0.0434391,0.0472362,0.0505258,0.0533728,0.0558273,0.0579291,0.0597103,0.061197,0.0624104,0.0633678,0.0640831,0.0645673,0.0648283,0.0648717,0.0647005,0.064315,0.0637131,0.0628898,0.061837,0.0605437,0.0589945,0.05717,0.0550455,0.0525895,0.0497624,0.0465135,0.0427773,0.0384656,0.0334561,0.0275677,0.0205094,0.0117541,0.000191594,0
0,0.000291748,0.0207651,0.037324,0.0510767,0.0627167,0.0726916,0.0813043,0.08877,0.0952482,0.10086,0.105702,0.109851,0.113367,0.116303,0.118699,0.120589,0.122001,0.122956,0.12347,0.123553,0.123212,0.122448,0.121255,0.119626,0.117543,0.114986,0.111924,0.108321,0.104126,0.099281,0.0937087,0.0873128,0.0799695,0.0715163,0.0617337,0.0503134,0.0368019,0.0204988,0.000288801,0
0,0.000371123,0.0279336,0.0510611,0.0706949,0.0875302,0.102072,0.114691,0.125667,0.135211,0.143493,0.150646,0.156779,0.16198,0.166323,0.169868,0.172664,0.174752,0.176161,0.176917,0.177034,0.176522,0.175383,0.17361,0.17119,0.1681,0.164308,0.159772,0.154436,0.148233,0.141075,0.132854,0.123435,0.112647,0.100271,0.086024,0.0695253,0.0502609,0.0275255,0.000366607,0
0,0.0004373,0.0339121,0.0626668,0.0874865,0.109012,0.12775,0.144098,0.158369,0.170812,0.18163,0.190986,0.199014,0.205827,0.211517,0.216161,0.219823,0.222554,0.224395,0.225376,0.225519,0.224835,0.223327,0.220987,0.217799,0.213733,0.208749,0.202793,0.195795,0.187669,0.178306,0.167572,0.1553,0.141286,0.125274,0.10694,0.0858777,0.0615661,0.0333507,0.000431087,0
0,0.000493451,0.0389856,0.0725824,0.101947,0.127657,0.150193,0.169956,0.187273,0.202414,0.215604,0.227027,0.236839,0.245171,0.252131,0.257812,0.262288,0.265623,0.267864,0.26905,0.269206,0.268347,0.266478,0.263589,0.25966,0.254659,0.248537,0.24123,0.232658,0.222718,0.211284,0.198201,0.183283,0.166299,0.146972,0.124961,0.0998541,0.0711501,0.038255,0.000485366,0
0,0.000541523,0.0433294,0.0811047,0.114439,0.143849,0.169785,0.192634,0.212727,0.230343,0.245719,0.259054,0.27052,0.280262,0.288401,0.295042,0.30027,0.304159,0.306763,0.308127,0.308282,0.307245,0.305022,0.301604,0.29697,0.291081,0.283884,0.275309,0.265264,0.253636,0.240285,0.225042,0.207706,0.188031,0.165729,0.140454,0.111802,0.0793001,0.0424088,0.000531335,0
0,0.000582814,0.0470608,0.0884429,0.125231,0.15789,0.186838,0.212445,0.235034,0.254888,0.272249,0.287326,0.300301,0.311329,0.320544,0.328058,0.333968,0.338353,0.341277,0.342789,0.342925,0.341705,0.339137,0.335212,0.329908,0.323185,0.314985,0.305232,0.293828,0.280651,0.265552,0.248353,0.228841,0.206766,0.181832,0.1537,0.121975,0.0862145,0.0459239,0.000570232,0
0,0.000618248,0.0502629,0.0947501,0.134527,0.170017,0.201606,0.229647,0.254452,0.276301,0.295437,0.312075,0.326404,0.338585,0.348762,0.357054,0.363566,0.368384,0.371578,0.373203,0.373298,0.371888,0.368983,0.364574,0.358641,0.35114,0.342014,0.331181,0.31854,0.303963,0.287295,0.268351,0.246916,0.222733,0.19551,0.164912,0.13056,0.0920338,0.048877,0.00060291,0
