0,0,0,0,0,0,0,0,0,0,0
0,0.0105996,0.0297986,0.0386199,0.0428542,0.0440233,0.0425614,0.0381949,0.0294714,0.0105494,0
0,0.0297742,0.130622,0.187071,0.215425,0.22324,0.213199,0.183844,0.128136,0.0293913,0
0,0.0384014,0.185844,0.273618,0.318535,0.330313,0.313151,0.265845,0.179836,0.0374688,0
0,0.042128,0.210735,0.313021,0.364783,0.376325,0.353246,0.296549,0.197895,0.0400732,0
0,0.0423574,0.211946,0.312947,0.361251,0.366959,0.336961,0.279208,0.185123,0.0375209,0
0,0.0394957,0.191747,0.27557,0.310314,0.303298,0.25843,0.208201,0.135867,0.0245763,0
0,0.0335515,0.149974,0.197274,0.211139,0.187491,0.0952612,0.0692986,0.0355665,0.0137746,0
0,0.0243582,0.0873229,0.0624137,0.0594756,0.0502643,0.0425101,0.0327814,0.0203623,0.00978542,0
0,0.00970185,0.0225456,0.0216526,0.0206038,0.0189736,0.0192635,0.0155698,0.0102342,0.00500494,0
0,0,0,0,0,0,0,0,0,0,0
