0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000581968,0.00255559,0.00364362,0.00442281,0.00499924,0.00542339,0.00572564,0.00592556,0.00603582,0.00606403,0.00601355,0.0058836,0.00566885,0.00535842,0.00493379,0.00436476,0.00360002,0.00253181,0.00058096,0
0,0.00255549,0.0390099,0.0642436,0.0826218,0.0962453,0.106277,0.113427,0.118157,0.120765,0.121431,0.120234,0.117157,0.112073,0.104728,0.0946849,0.0812374,0.0632039,0.0384429,0.00253146,0
0,0.00364095,0.064185,0.109199,0.143075,0.168584,0.187511,0.20105,0.210011,0.214936,0.21616,0.213836,0.207936,0.19824,0.184294,0.165341,0.140196,0.107035,0.0630043,0.00359091,0
0,0.00441274,0.08239,0.142792,0.189397,0.225003,0.251633,0.27075,0.283399,0.290308,0.291939,0.288512,0.280011,0.266157,0.246368,0.219687,0.184672,0.139236,0.0804481,0.00433044,0
0,0.00497458,0.09567,0.167683,0.224219,0.267896,0.300769,0.324418,0.340029,0.348459,0.350274,0.345764,0.334939,0.317509,0.292835,0.259869,0.217067,0.16229,0.0927213,0.00484961,0
0,0.00537467,0.105133,0.185549,0.249401,0.299095,0.33663,0.363623,0.381339,0.390725,0.392435,0.38683,0.373973,0.353604,0.325093,0.287387,0.238936,0.177637,0.100797,0.00519088,0
0,0.00564118,0.111437,0.197478,0.266241,0.319951,0.360534,0.389605,0.408478,0.418169,0.41941,0.412647,0.398019,0.37534,0.344047,0.303148,0.251155,0.186024,0.105139,0.00537413,0
0,0.00579173,0.114997,0.204187,0.275634,0.331434,0.373448,0.403287,0.422298,0.431561,0.431891,0.423827,0.407618,0.383191,0.350107,0.307503,0.254013,0.187665,0.105862,0.0054042,0
0,0.00583739,0.116074,0.206137,0.278176,0.334201,0.376038,0.405298,0.423365,0.431387,0.430266,0.420653,0.402933,0.377199,0.343186,0.300245,0.247227,0.18226,0.102741,0.00527134,0
0,0.00578485,0.114824,0.20361,0.274231,0.328657,0.368704,0.396002,0.411979,0.417854,0.414634,0.403085,0.383764,0.356986,0.322694,0.280564,0.22989,0.168909,0.0950711,0.00494495,0
0,0.0056375,0.111328,0.19675,0.26398,0.314992,0.35162,0.375528,0.388192,0.390919,0.38483,0.370788,0.349553,0.321786,0.28754,0.246927,0.200359,0.145914,0.0811893,0.00435275,0
0,0.00539599,0.105601,0.18558,0.247448,0.293211,0.324754,0.343799,0.351843,0.350297,0.340482,0.323183,0.299372,0.270566,0.236254,0.196743,0.156206,0.110698,0.0569199,0.00332816,0
0,0.00505852,0.0975997,0.170021,0.22452,0.263152,0.287885,0.30057,0.302585,0.295445,0.281116,0.259591,0.231687,0.202352,0.167668,0.125086,0.094525,0.0612503,0.00996474,0.00183492,0
0,0.00462057,0.0872186,0.149883,0.19496,0.224491,0.240565,0.245511,0.239981,0.225283,0.206447,0.179876,0.142935,0.116986,0.0844785,0.0189079,0.0130574,0.00731407,0.00500876,0.0022561,0
0,0.00407426,0.0742712,0.124832,0.158447,0.176788,0.181873,0.178427,0.164044,0.136761,0.117011,0.0880315,0.0206903,0.0156782,0.0118526,0.0106165,0.0084771,0.00600267,0.00404908,0.00197489,0
0,0.00340717,0.0584598,0.0942272,0.114708,0.119839,0.109212,0.0997821,0.0785065,0.0182048,0.0143055,0.0120487,0.011577,0.0101773,0.00873375,0.0078851,0.0064704,0.00481139,0.00321002,0.00159436,0
0,0.00260586,0.0394337,0.0564082,0.0638203,0.0561487,0.0128538,0.0104824,0.0094952,0.00951464,0.00872298,0.00808689,0.0080764,0.00740869,0.00654438,0.00571972,0.00470802,0.00356247,0.00238525,0.00119252,0
0,0.0016878,0.017761,0.00565182,0.00551582,0.00558166,0.00582181,0.00550114,0.0054049,0.00587343,0.00571332,0.00543581,0.00523303,0.0048367,0.00431536,0.00374137,0.00307948,0.00234522,0.001576,0.000790477,0
0,0.00054713,0.0017705,0.00190088,0.00195076,0.00212874,0.00267016,0.00273007,0.00274896,0.00286086,0.00282105,0.00271001,0.00258319,0.00238972,0.002139,0.00185092,0.00152333,0.0011629,0.000783074,0.000393388,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
